"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV1471"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1471"
"ASV1484"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1484"
"ASV1488"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Cylindrospermum"	"Cylindrospermum stagnale"	"NCBI"	"ASV1488"
"ASV1503"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1503"
"ASV1504"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1504"
"ASV1516"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Scenedesmus"	"Scenedesmus acunae"	"NCBI"	"ASV1516"
"ASV1522"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV1522"
"ASV1523"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes jurisii"	"NCBI"	"ASV1523"
"ASV1531"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1531"
"ASV1559"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1559"
"ASV1567"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1567"
"ASV1568"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV1568"
"ASV1576"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV1576"
"ASV1591"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV1591"
"ASV1602"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1602"
"ASV1636"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV1636"
"ASV1655"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV1655"
"ASV1673"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Microcoleaceae"	"Planktothrix"	"Planktothrix agardhii"	"NCBI"	"ASV1673"
"ASV1688"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1688"
"ASV1692"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1692"
"ASV1693"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV1693"
"ASV1697"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV1697"
"ASV1698"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV1698"
"ASV1714"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1714"
"ASV1760"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1760"
"ASV1762"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV1762"
"ASV1767"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. M30B3"	"NCBI"	"ASV1767"
"ASV1799"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV1799"
"ASV1800"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"Tetradesmus obliquus"	"NCBI"	"ASV1800"
"ASV1807"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1807"
"ASV1822"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV1822"
"ASV1853"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Anabaena"	"Anabaena sp. WA102"	"NCBI"	"ASV1853"
"ASV1872"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1872"
"ASV1897"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1897"
"ASV1905"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV1905"
"ASV1907"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV1907"
"ASV1917"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Cladophorales"	"Pithophoraceae"	"Aegagropila"	"Aegagropila linnaei"	"NCBI"	"ASV1917"
"ASV1918"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"	"ASV1918"
"ASV1938"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Zygnematales"	"Zygnemataceae"	"Zygnemopsis"	"Zygnemopsis sp. CCAP 699/1"	"NCBI"	"ASV1938"
"ASV1959"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV1959"
"ASV1964"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"Chroococcidiopsis sp. CCALA 046"	"NCBI"	"ASV1964"
"ASV1972"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV1972"
"ASV1992"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV1992"
"ASV1995"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV1995"
"ASV1996"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV1996"
"ASV2008"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2008"
"ASV2015"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Leptocylindrales"	"Leptocylindraceae"	"Tenuicylindrus"	"Tenuicylindrus belgicus"	"NCBI"	"ASV2015"
"ASV2020"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV2020"
"ASV2024"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2024"
"ASV2049"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV2049"
"ASV2051"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Chlorolobion"	"Chlorolobion braunii"	"NCBI"	"ASV2051"
"ASV2064"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV2064"
"ASV2077"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV2077"
"ASV2083"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV2083"
"ASV2085"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Carteria"	"Carteria radiosa"	"NCBI"	"ASV2085"
"ASV2145"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas sp. Bakunji101709F"	"NCBI"	"ASV2145"
"ASV2177"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Cylindrospermum"	"Cylindrospermum stagnale"	"NCBI"	"ASV2177"
"ASV2179"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2179"
"ASV2200"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV2200"
"ASV2208"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2208"
"ASV2246"	"unassigned"	"Rhodophyta"	"Compsopogonophyceae"	"Erythropeltidales"	"Erythrotrichiaceae"	"Pseudoerythrocladia"	"Pseudoerythrocladia kornmannii"	"NCBI"	"ASV2246"
"ASV2266"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV2266"
"ASV2268"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Chlorobotrys"	"Chlorobotrys sp."	"NCBI"	"ASV2268"
"ASV2270"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV2270"
"ASV2291"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2291"
"ASV2299"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Mychonastaceae"	"Mychonastes"	"Mychonastes homosphaera"	"NCBI"	"ASV2299"
"ASV2304"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2304"
"ASV2327"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV2327"
"ASV2346"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2346"
"ASV2373"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV2373"
"ASV2376"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2376"
"ASV2379"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2379"
"ASV2389"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2389"
"ASV2406"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella vulgaris"	"NCBI"	"ASV2406"
"ASV2414"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2414"
"ASV2428"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2428"
"ASV2441"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV2441"
"ASV2454"	"unassigned"	"Chlorophyta"	"Mamiellophyceae"	"Monomastigales"	"Monomastigaceae"	"Monomastix"	"Monomastix sp. M722"	"NCBI"	"ASV2454"
"ASV2458"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Geminella"	"Geminella minor"	"NCBI"	"ASV2458"
"ASV2460"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV2460"
"ASV2476"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Desmidiales"	"Desmidiaceae"	"Staurastrum"	"Staurastrum paradoxum"	"NCBI"	"ASV2476"
"ASV2501"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1108"	"NCBI"	"ASV2501"
"ASV2503"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2503"
"ASV2517"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV2517"
"ASV2525"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV2525"
"ASV2531"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2531"
"ASV2545"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV2545"
"ASV2561"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium gracile"	"NCBI"	"ASV2561"
"ASV2565"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV2565"
"ASV2599"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV2599"
"ASV2619"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2619"
"ASV2625"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Coelastrum"	"Coelastrum sphaericum"	"NCBI"	"ASV2625"
"ASV2639"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2639"
"ASV2655"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sp. ATCC 30562"	"NCBI"	"ASV2655"
"ASV2662"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV2662"
"ASV2666"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2666"
"ASV2704"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Pseudochlorella"	"Pseudochlorella pringsheimii"	"NCBI"	"ASV2704"
"ASV2768"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Aphanothecaceae"	"Candidatus Atelocyanobacterium"	"Candidatus Atelocyanobacterium thalassa"	"NCBI"	"ASV2768"
"ASV2778"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2778"
"ASV2780"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV2780"
"ASV2792"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gracilariales"	"Gracilariaceae"	"Gracilaria"	"Gracilaria spinulosa"	"NCBI"	"ASV2792"
"ASV2821"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Thalassiophysales"	"Catenulaceae"	"Amphora"	"Amphora pediculus"	"NCBI"	"ASV2821"
"ASV2823"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Anathece"	"Anathece clathrata"	"NCBI"	"ASV2823"
"ASV2841"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV2841"
"ASV2863"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Asterionella"	"Asterionella formosa"	"NCBI"	"ASV2863"
"ASV2893"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Coscinodiscales"	"Coscinodiscaceae"	"Lindavia"	"Lindavia radiosa"	"NCBI"	"ASV2893"
"ASV2896"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2896"
"ASV2902"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Chlorolobion"	"Chlorolobion braunii"	"NCBI"	"ASV2902"
"ASV2912"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Tetradesmus"	"Tetradesmus obliquus"	"NCBI"	"ASV2912"
"ASV2927"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV2927"
"ASV2929"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV2929"
"ASV2931"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium schmiederi"	"NCBI"	"ASV2931"
"ASV2944"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV2944"
"ASV2973"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Thalassiosirales"	"Thalassiosiraceae"	"Stephanocyclus"	"Stephanocyclus meneghinianus"	"NCBI"	"ASV2973"
"ASV2987"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Spirogloeales"	"Spirogloeaceae"	"Spirogloea"	"Spirogloea muscicola"	"NCBI"	"ASV2987"
"ASV2988"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Stauroneidaceae"	"Craticula"	"Craticula sp."	"NCBI"	"ASV2988"
"ASV2989"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV2989"
"ASV2990"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV2990"
"ASV2994"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Spirogloeales"	"Spirogloeaceae"	"Spirogloea"	"Spirogloea muscicola"	"NCBI"	"ASV2994"
"ASV3007"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV3007"
"ASV3015"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV3015"
"ASV3022"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV3022"
"ASV3027"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Stephanodiscales"	"Stephanodiscaceae"	"Discostella"	"Discostella pseudostelligera"	"NCBI"	"ASV3027"
"ASV3029"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gracilariales"	"Gracilariaceae"	"Gracilaria"	"Gracilaria spinulosa"	"NCBI"	"ASV3029"
"ASV3047"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Nostocales"	"Nostocaceae"	"Trichormus"	"Trichormus azollae"	"NCBI"	"ASV3047"
"ASV3060"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"unassigned"	"unassigned"	"Naviculales sp."	"NCBI"	"ASV3060"
"ASV3090"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas leiostraca"	"NCBI"	"ASV3090"
"ASV3114"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas noctigama"	"NCBI"	"ASV3114"
"ASV3123"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Vischeria"	"Vischeria stellata"	"NCBI"	"ASV3123"
"ASV3137"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV3137"
"ASV3144"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV3144"
"ASV3149"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Vulcanococcus"	"Vulcanococcus limneticus"	"NCBI"	"ASV3149"
"ASV3173"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV3173"
"ASV3177"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"	"ASV3177"
"ASV3192"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV3192"
"ASV3196"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV3196"
"ASV3199"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Choricystis"	"Choricystis parasitica"	"NCBI"	"ASV3199"
"ASV3209"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV3209"
"ASV3225"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira tropica"	"NCBI"	"ASV3225"
"ASV3226"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Loboceae"	"Pseudotetraedriella"	"Pseudotetraedriella kamillae"	"NCBI"	"ASV3226"
"ASV3269"	"unassigned"	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"	"ASV3269"
"ASV3275"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV3275"
"ASV3279"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira tropica"	"NCBI"	"ASV3279"
