"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"OTU6893"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU6894"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6895"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU6896"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6897"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6898"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6899"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU6900"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU6901"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Sulfuritalea"	"hydrogenivorans"
"OTU6902"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Sulfuritalea"	"hydrogenivorans"
"OTU6903"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU6904"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU6905"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU6906"	"Bacteria"	"Chloroflexota"	"Dehalococcoidia"	NA	NA	NA	NA
"OTU6907"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6908"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	"Verrucomicrobiaceae"	"Prosthecobacter"	NA
"OTU6909"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Criblamydiaceae"	NA	NA
"OTU6910"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"arsenicoxydans"
"OTU6911"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU6912"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	NA	NA
"OTU6913"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU6914"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6915"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU6916"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	NA	NA	NA	NA
"OTU6917"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	NA	NA
"OTU6918"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6919"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6920"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU6921"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6922"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	"gummiphilus"
"OTU6923"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6924"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU6925"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU6926"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Beijerinckiaceae"	"Methylocapsa"	NA
"OTU6927"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU6928"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhizobacter"	"gummiphilus"
"OTU6929"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU6930"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Minicystis"	"rosea"
"OTU6931"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	NA
"OTU6932"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU6933"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6934"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6935"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU6936"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU6937"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6938"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6939"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	"Schlesneria"	"paludicola"
"OTU6940"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6941"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU6942"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6943"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	NA	NA	NA
"OTU6944"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU6945"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6946"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Rickettsiales"	"Mitochondria"	NA	NA
"OTU6947"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"tataouinensis"
"OTU6948"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"tataouinensis"
"OTU6949"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU6950"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU6951"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Planctomicrobium"	"piriforme"
"OTU6952"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"Fuerstia"	NA
"OTU6953"	"Bacteria"	"Thermodesulfobacteriota"	"Syntrophorhabdia"	"Syntrophorhabdales"	"Syntrophorhabdaceae"	"Syntrophorhabdus"	"aromaticivorans"
"OTU6954"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	NA	NA
"OTU6955"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6956"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6957"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6958"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	NA	NA
"OTU6959"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"OTU6960"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6961"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6962"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU6963"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU6964"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6965"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6966"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6967"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6968"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	NA	NA
"OTU6969"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU6970"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6971"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6972"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Criblamydiaceae"	NA	NA
"OTU6973"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU6974"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6975"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU6976"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6977"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6978"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	"Sulfuritalea"	NA
"OTU6979"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6980"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU6981"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6982"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6983"	"Bacteria"	"Patescibacteria"	"ABY1"	NA	NA	NA	NA
"OTU6984"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6985"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU6986"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU6987"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU6988"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6989"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Rhodoferax"	NA
"OTU6990"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6991"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6992"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6993"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU6994"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	NA
"OTU6995"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6996"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU6997"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6998"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU6999"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7000"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7001"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
"OTU7002"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7003"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU7004"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7005"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7006"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	NA	NA	NA
"OTU7007"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7008"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peregrinibacteria"	NA	NA	NA
"OTU7009"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU7010"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU7011"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Amesbacteria"	NA	NA	NA
"OTU7012"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7013"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"amylolyticus"
"OTU7014"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7015"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU7016"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU7017"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Rhodocyclaceae"	NA	NA
"OTU7018"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7019"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7020"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7021"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Thermogutta"	"terrifontis"
"OTU7022"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	"Phycisphaeraceae"	NA	NA
"OTU7023"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU7024"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU7025"	"Bacteria"	"Patescibacteria"	"ABY1"	"Candidatus Komeilibacteria"	NA	NA	NA
"OTU7026"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Hydrogenophaga"	NA
"OTU7027"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7028"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7029"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7030"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU7031"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7032"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7033"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU7034"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7035"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7036"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Labilithrix"	"luteola"
"OTU7037"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU7038"	"Bacteria"	"Fibrobacterota"	NA	NA	NA	NA	NA
"OTU7039"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7040"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU7041"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU7042"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU7043"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7044"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU7045"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7046"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"arsenicoxydans"
"OTU7047"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7048"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU7049"	"Bacteria"	"Planctomycetota"	NA	NA	NA	NA	NA
"OTU7050"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	NA	NA	NA
"OTU7051"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU7052"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Hydrogenophilaceae"	"Thiobacillus"	"denitrificans"
"OTU7053"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU7054"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	NA	NA	NA	NA
"OTU7055"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7056"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU7057"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7058"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU7059"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU7060"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU7061"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU7062"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7063"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium PCC-6307"	NA
"OTU7064"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU7065"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU7066"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7067"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"apiculatus"
"OTU7068"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7069"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU7070"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	NA	NA	NA	NA
"OTU7071"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7072"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU7073"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7074"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU7075"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7076"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"OTU7077"	"Eukaryota"	NA	NA	NA	NA	NA	NA
"OTU7078"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7079"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Byssovorax"	"cruenta"
"OTU7080"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7081"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7082"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7083"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU7084"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"tataouinensis"
"OTU7085"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Chloroplast"	NA	NA	NA
"OTU7086"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Devosiaceae"	"Devosia"	NA
"OTU7087"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7088"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Doudnabacteria"	NA	NA	NA
"OTU7089"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU7090"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7091"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU7092"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	NA	NA	NA	NA
"OTU7093"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	NA
"OTU7094"	"Bacteria"	"Cyanobacteriota"	"Cyanobacteriia"	"Synechococcales"	"Cyanobiaceae"	"Cyanobium PCC-6307"	NA
"OTU7095"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7096"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	NA	NA
"OTU7097"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7098"	"Bacteria"	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Brevundimonas"	NA
"OTU7099"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU7100"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"OTU7101"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Sandaracinaceae"	"Sandaracinus"	"amylolyticus"
"OTU7102"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU7103"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU7104"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"OTU7105"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Schlesneriaceae"	NA	NA
"OTU7106"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Planctomycetales"	"Rubinisphaeraceae"	"SH-PL14"	NA
"OTU7107"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7108"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7109"	"Bacteria"	"Myxococcota"	"Polyangiia"	NA	NA	NA	NA
"OTU7110"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7111"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Byssovorax"	"cruenta"
"OTU7112"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Ramlibacter"	"tataouinensis"
"OTU7113"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7114"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	"Byssovorax"	"cruenta"
"OTU7115"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	"Rubritaleaceae"	"Haloferula"	NA
"OTU7116"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Shapirobacteria"	NA	NA	NA
"OTU7117"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7118"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7119"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7120"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7121"	"Bacteria"	"Firestonebacteria"	"Candidatus Firestonebacteria"	NA	NA	NA	NA
"OTU7122"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7123"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	NA
"OTU7124"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	NA	NA	NA
"OTU7125"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU7126"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"MSBL9"	NA	NA	NA
"OTU7127"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Gallionellaceae"	"Gallionella"	NA
"OTU7128"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7129"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Massilia"	NA
"OTU7130"	"Bacteria"	"Lentisphaerota"	"Lentisphaeria"	NA	NA	NA	NA
"OTU7131"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7132"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7133"	"Bacteria"	"Verrucomicrobiota"	"Kiritimatiellia"	"Kiritimatiellales"	"Kiritimatiellaceae"	NA	NA
"OTU7134"	"Bacteria"	"Myxococcota"	"Polyangiia"	"Polyangiales"	"Polyangiaceae"	NA	NA
"OTU7135"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiia"	"Verrucomicrobiales"	NA	NA	NA
"OTU7136"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7137"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7138"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7139"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7140"	"Bacteria"	NA	NA	NA	NA	NA	NA
"OTU7141"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	NA	NA
"OTU7142"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"staleyi"
"OTU7143"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Burkholderia-Caballeronia-Paraburkholderia"	NA
"OTU7144"	"Bacteria"	"Pseudomonadota"	"Gammaproteobacteria"	"Burkholderiales"	NA	NA	NA
"OTU7145"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"OTU7146"	"Bacteria"	"Fibrobacterota"	"Chitinivibrionia"	"Chitinivibrionales"	"Chitinivibrionaceae"	"Chitinivibrio"	NA
