"domain"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"classifier"
"OTU3110"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Geobacter"	"Geobacter benzoatilyticus"	"NCBI"
"OTU3111"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	NA	NA	"Victivallales bacterium"	"NCBI"
"OTU3112"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU3113"	NA	"Atribacterota"	NA	NA	NA	NA	"uncultured Atribacterota bacterium"	"NCBI"
"OTU3114"	NA	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"Chlamydomonas noctigama"	"NCBI"
"OTU3115"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU3116"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Jettenia"	"Candidatus Jettenia caeni"	"NCBI"
"OTU3117"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3118"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3119"	NA	"Thermodesulfobacteriota"	"Syntrophia"	"Syntrophales"	"Syntrophaceae"	"Syntrophus"	"Syntrophus buswellii"	"NCBI"
"OTU3120"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	NA	"Rhizobacter"	"Rhizobacter sp. AJA081-3"	"NCBI"
"OTU3121"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Rubrivivax"	"Rubrivivax gelatinosus"	"NCBI"
"OTU3122"	NA	"Candidatus Latescibacteria"	NA	NA	NA	NA	"Candidatus Latescibacteria bacterium"	"NCBI"
"OTU3123"	NA	NA	"Eustigmatophyceae"	"Eustigmatales"	"Chlorobotryaceae"	"Vischeria"	"Vischeria stellata"	"NCBI"
"OTU3124"	NA	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Chitinophaga"	"Chitinophaga oryzae"	"NCBI"
"OTU3125"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium lituiforme"	"NCBI"
"OTU3126"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Rhodocyclales"	"Zoogloeaceae"	"Azoarcus"	"Azoarcus sp. CIB"	"NCBI"
"OTU3127"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3128"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Brocadia"	"Candidatus Brocadia pituitae"	"NCBI"
"OTU3129"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Usitatibacteraceae"	"Usitatibacter"	"Usitatibacter rugosus"	"NCBI"
"OTU3130"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Halomonas"	"Halomonas xinjiangensis"	"NCBI"
"OTU3131"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3132"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU3133"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3134"	NA	"Candidatus Berkelbacteria"	NA	NA	NA	NA	"Berkelbacteria bacterium GW2011_GWE1_39_12"	"NCBI"
"OTU3135"	NA	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	NA	NA	"Verrucomicrobiales bacterium"	"NCBI"
"OTU3136"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	"Candidatus Peribacterales"	NA	"Candidatus Peribacter"	"Candidatus Peribacter riflensis"	"NCBI"
"OTU3137"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"
"OTU3138"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Hyphomicrobiales"	"Phreatobacteraceae"	"Phreatobacter"	"Phreatobacter stygius"	"NCBI"
"OTU3139"	NA	"Thermodesulfobacteriota"	"Desulfuromonadia"	"Geobacterales"	"Geobacteraceae"	"Trichlorobacter"	"Trichlorobacter lovleyi"	"NCBI"
"OTU3140"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Piscinibacter"	"Piscinibacter sp. XHJ-5"	"NCBI"
"OTU3141"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3142"	NA	"Balneolota"	"Balneolia"	"Balneolales"	"Cyclonatronaceae"	"Cyclonatronum"	"Cyclonatronum proteinivorum"	"NCBI"
"OTU3143"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Caulifigura"	"Caulifigura coniformis"	"NCBI"
"OTU3144"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"
"OTU3145"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3146"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU3147"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Nitrosomonadales"	"Usitatibacteraceae"	"Usitatibacter"	"Usitatibacter palustris"	"NCBI"
"OTU3148"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomyces"	"Planctomyces sp. SH-PL14"	"NCBI"
"OTU3149"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Vulcanococcus"	"Vulcanococcus limneticus"	"NCBI"
"OTU3150"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3151"	NA	"Lentisphaerota"	"Oligosphaeria"	"Oligosphaerales"	"Oligosphaeraceae"	"Oligosphaera"	"Oligosphaera ethanolica"	"NCBI"
"OTU3152"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3153"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU3154"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula staleyi"	"NCBI"
"OTU3155"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3156"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thiorhodovibrio"	"Thiorhodovibrio sp. 970"	"NCBI"
"OTU3157"	NA	"Streptophyta"	"Polypodiopsida"	"Polypodiales"	"Athyriaceae"	"Diplazium"	"Diplazium striatum"	"NCBI"
"OTU3158"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU3159"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU3160"	NA	"Candidatus Eisenbacteria"	NA	NA	NA	NA	"Candidatus Eisenbacteria bacterium"	"NCBI"
"OTU3161"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Caulobacter"	"Caulobacter mirabilis"	"NCBI"
"OTU3162"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU3163"	NA	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	NA	NA	"uncultured Phycisphaerales bacterium"	"NCBI"
"OTU3164"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3165"	NA	NA	NA	NA	NA	NA	"bacterium"	"NCBI"
"OTU3166"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3167"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3168"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3169"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU3170"	NA	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Muribaculaceae"	NA	"uncultured Muribaculaceae bacterium"	"NCBI"
"OTU3171"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula sp. SH-Sr6A"	"NCBI"
"OTU3172"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU3173"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"
"OTU3174"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU3175"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3176"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU3177"	NA	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Staurosiraceae"	"Nanofrustulum"	"Nanofrustulum shiloi"	"NCBI"
"OTU3178"	NA	NA	NA	NA	NA	NA	"uncultured eukaryote"	"NCBI"
"OTU3179"	NA	"Kiritimatiellota"	"Tichowtungiia"	"Tichowtungiales"	"Tichowtungiaceae"	"Tichowtungia"	"Tichowtungia aerotolerans"	"NCBI"
"OTU3180"	NA	"Bacillota"	"Negativicutes"	"Selenomonadales"	"Selenomonadaceae"	"Pectinatus"	"Pectinatus frisingensis"	"NCBI"
"OTU3181"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Kuenenia"	"Candidatus Kuenenia stuttgartiensis"	"NCBI"
"OTU3182"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Rubrivivax"	"Rubrivivax gelatinosus"	"NCBI"
"OTU3183"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU3184"	NA	NA	NA	NA	NA	NA	"uncultured organism"	"NCBI"
"OTU3185"	NA	"Planctomycetota"	"Planctomycetia"	NA	NA	NA	"Planctomycetia bacterium"	"NCBI"
"OTU3186"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3187"	NA	"Planctomycetota"	"Phycisphaerae"	"Phycisphaerales"	NA	NA	"uncultured Phycisphaerales bacterium"	"NCBI"
"OTU3188"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3189"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Symmachiella"	"Symmachiella dynata"	"NCBI"
"OTU3190"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3191"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU3192"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"
"OTU3193"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU3194"	NA	"Planctomycetota"	"Planctomycetia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomyces"	"Planctomyces sp. SH-PL14"	"NCBI"
"OTU3195"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU3196"	NA	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"
"OTU3197"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	"Blastopirellula sp. J2-11"	"NCBI"
"OTU3198"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	"Pirellula sp. SH-Sr6A"	"NCBI"
"OTU3199"	NA	"Chlorophyta"	"Trebouxiophyceae"	NA	NA	"Choricystis"	"Choricystis parasitica"	"NCBI"
"OTU3200"	NA	"Candidatus Gracilibacteria"	NA	NA	NA	NA	"Candidatus Gracilibacteria bacterium"	"NCBI"
"OTU3201"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Chromatiales"	"Chromatiaceae"	"Thiocystis"	"Thiocystis violascens"	"NCBI"
"OTU3202"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3203"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3204"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Melioribacteraceae"	NA	"Melioribacteraceae bacterium"	"NCBI"
"OTU3205"	NA	"Planctomycetota"	"Phycisphaerae"	NA	NA	NA	"Phycisphaerae bacterium"	"NCBI"
"OTU3206"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Melioribacteraceae"	NA	"Melioribacteraceae bacterium"	"NCBI"
"OTU3207"	NA	"Lentisphaerota"	"Lentisphaeria"	"Victivallales"	"Victivallaceae"	NA	"Victivallaceae bacterium"	"NCBI"
"OTU3208"	NA	"Thermodesulfobacteriota"	"Desulfobacteria"	"Desulfobacterales"	"Desulfosarcinaceae"	"Desulfosarcina"	"Desulfosarcina variabilis"	"NCBI"
"OTU3209"	NA	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"
"OTU3210"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU3211"	NA	NA	NA	NA	NA	NA	NA	"NCBI"
"OTU3212"	NA	NA	"Deltaproteobacteria"	NA	NA	NA	"uncultured delta proteobacterium"	"NCBI"
"OTU3213"	NA	NA	NA	NA	NA	NA	"uncultured bacterium"	"NCBI"
"OTU3214"	NA	"Myxococcota"	NA	"Haliangiales"	"Kofleriaceae"	"Haliangium"	"Haliangium ochraceum"	"NCBI"
"OTU3215"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU3216"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3217"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU3218"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3219"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	NA	NA	NA	"uncultured Candidatus Peribacteria bacterium"	"NCBI"
"OTU3220"	NA	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Candidatus Kuenenia"	"Candidatus Kuenenia stuttgartiensis"	"NCBI"
"OTU3221"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3222"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3223"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Ignavibacteriaceae"	"Ignavibacterium"	"Ignavibacterium sp."	"NCBI"
"OTU3224"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	NA	"Thiomonas"	"Thiomonas sp. CB2"	"NCBI"
"OTU3225"	NA	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira tropica"	"NCBI"
"OTU3226"	NA	NA	"Eustigmatophyceae"	"Eustigmatales"	"Loboceae"	"Pseudotetraedriella"	"Pseudotetraedriella kamillae"	"NCBI"
"OTU3227"	NA	"Myxococcota"	NA	"Haliangiales"	"Kofleriaceae"	NA	"uncultured Kofleriaceae bacterium"	"NCBI"
"OTU3228"	NA	"Candidatus Binatota"	"Candidatus Binatia"	NA	NA	NA	"Candidatus Binatia bacterium"	"NCBI"
"OTU3229"	NA	"Ignavibacteriota"	"Ignavibacteria"	"Ignavibacteriales"	"Melioribacteraceae"	NA	"Melioribacteraceae bacterium"	"NCBI"
"OTU3230"	NA	"Candidatus Berkelbacteria"	NA	NA	NA	NA	"Berkelbacteria bacterium GW2011_GWE1_39_12"	"NCBI"
"OTU3231"	NA	"Pseudomonadota"	"Betaproteobacteria"	NA	NA	"Candidatus Accumulibacter"	"Candidatus Accumulibacter similis"	"NCBI"
"OTU3232"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	NA	"Anaerohalosphaeraceae bacterium"	"NCBI"
"OTU3233"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3234"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Oxalobacteraceae"	"Herminiimonas"	"Herminiimonas arsenicoxydans"	"NCBI"
"OTU3235"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Sedimentisphaeraceae"	"Limihaloglobus"	"Limihaloglobus sulfuriphilus"	"NCBI"
"OTU3236"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	NA	"Burkholderiaceae bacterium"	"NCBI"
"OTU3237"	NA	"Acidobacteriota"	NA	NA	NA	NA	"Acidobacteria bacterium Mor1"	"NCBI"
"OTU3238"	NA	"Bacteroidota"	"Cytophagia"	"Cytophagales"	"Cytophagaceae"	"Aquirufa"	"Aquirufa nivalisilvae"	"NCBI"
"OTU3239"	NA	"Actinomycetota"	"Thermoleophilia"	"Solirubrobacterales"	NA	NA	"uncultured Solirubrobacterales bacterium"	"NCBI"
"OTU3240"	NA	"Candidatus Latescibacteria"	NA	NA	NA	NA	"Candidatus Latescibacteria bacterium"	"NCBI"
"OTU3241"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU3242"	NA	"Actinomycetota"	"Actinomycetes"	"Mycobacteriales"	"Mycobacteriaceae"	"Mycolicibacterium"	"Mycolicibacterium madagascariense"	"NCBI"
"OTU3243"	NA	"Candidatus Pacebacteria"	NA	NA	NA	NA	"Candidatus Pacebacteria bacterium"	"NCBI"
"OTU3244"	NA	"Bacteroidota"	"Chitinophagia"	"Chitinophagales"	"Chitinophagaceae"	"Ferruginibacter"	"uncultured Ferruginibacter sp."	"NCBI"
"OTU3245"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Oceanospirillales"	"Halomonadaceae"	"Kushneria"	"Kushneria avicenniae"	"NCBI"
"OTU3246"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3247"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"Coxiella burnetii"	"NCBI"
"OTU3248"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp. NIBR 498073"	"NCBI"
"OTU3249"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Ralstonia"	"Ralstonia solanacearum"	"NCBI"
"OTU3250"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3251"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3252"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3253"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	"Sphaerotilaceae"	"Rubrivivax"	"Rubrivivax gelatinosus"	"NCBI"
"OTU3254"	NA	"Atribacterota"	NA	NA	NA	NA	"uncultured Atribacterota bacterium"	"NCBI"
"OTU3255"	NA	"Kiritimatiellota"	NA	NA	NA	NA	"Kiritimatiellota bacterium B12222"	"NCBI"
"OTU3256"	NA	"Candidatus Peregrinibacteria"	"Candidatus Peribacteria"	"Candidatus Peribacterales"	NA	"Candidatus Peribacter"	"Candidatus Peribacter riflensis"	"NCBI"
"OTU3257"	NA	"Pseudomonadota"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	"Methylomonas rapida"	"NCBI"
"OTU3258"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3259"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	NA	"Thiomonas"	"Thiomonas sp. CB2"	"NCBI"
"OTU3260"	NA	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Anaeromyxobacteraceae"	"Anaeromyxobacter"	"Anaeromyxobacter oryzae"	"NCBI"
"OTU3261"	NA	"Candidatus Peregrinibacteria"	NA	NA	NA	NA	"Candidatus Peregrinibacteria bacterium"	"NCBI"
"OTU3262"	NA	"Candidatus Gottesmanbacteria"	NA	NA	NA	NA	"Candidatus Gottesmanbacteria bacterium"	"NCBI"
"OTU3263"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3264"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3265"	NA	"Actinomycetota"	"Actinomycetes"	"Mycobacteriales"	"Mycobacteriaceae"	"Mycolicibacterium"	"Mycolicibacterium brumae"	"NCBI"
"OTU3266"	NA	"Pseudomonadota"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"Phenylobacterium sp. NIBR 498073"	"NCBI"
"OTU3267"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3268"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3269"	NA	"Streptophyta"	"Chlorokybophyceae"	"Chlorokybales"	"Chlorokybaceae"	"Chlorokybus"	"Chlorokybus atmophyticus"	"NCBI"
"OTU3270"	NA	"Pseudomonadota"	"Gammaproteobacteria"	NA	NA	NA	"uncultured Gammaproteobacteria bacterium"	"NCBI"
"OTU3271"	NA	"Myxococcota"	NA	"Polyangiales"	"Polyangiaceae"	"Chondromyces"	"Chondromyces crocatus"	"NCBI"
"OTU3272"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3273"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Thermoguttaceae"	"Thermogutta"	"Thermogutta terrifontis"	"NCBI"
"OTU3274"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3275"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"
"OTU3276"	NA	"Pseudomonadota"	"Betaproteobacteria"	"Burkholderiales"	NA	"Aquabacterium"	"Aquabacterium olei"	"NCBI"
"OTU3277"	NA	"Candidatus Berkelbacteria"	NA	NA	NA	NA	"uncultured Candidatus Berkelbacteria bacterium"	"NCBI"
"OTU3278"	NA	"Planctomycetota"	"Phycisphaerae"	"Sedimentisphaerales"	"Anaerohalosphaeraceae"	"Anaerohalosphaera"	"Anaerohalosphaera lusitana"	"NCBI"
"OTU3279"	NA	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira tropica"	"NCBI"
"OTU3280"	NA	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"uncultured Leptolyngbya sp."	"NCBI"
"OTU3281"	NA	"Planctomycetota"	"Planctomycetia"	"Pirellulales"	"Pirellulaceae"	"Anatilimnocola"	"Anatilimnocola aggregata"	"NCBI"
"OTU3282"	NA	"Candidatus Latescibacteria"	NA	NA	NA	NA	"Candidatus Latescibacteria bacterium"	"NCBI"
