"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"NA"	"ASV_ID"
"ASV18458"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV18458"
"ASV18526"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV18526"
"ASV18560"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV18560"
"ASV18566"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sp."	"NCBI"	"ASV18566"
"ASV18581"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV18581"
"ASV18589"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV18589"
"ASV18593"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV18593"
"ASV18598"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV18598"
"ASV18656"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Characiochloridaceae"	"Characiochloris"	"Characiochloris acuminata"	"NCBI"	"ASV18656"
"ASV18661"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV18661"
"ASV18664"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV18664"
"ASV18669"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV18669"
"ASV18676"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV18676"
"ASV18690"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Hemiaulales"	"Hemiaulaceae"	"Cerataulina"	"Cerataulina sp."	"NCBI"	"ASV18690"
"ASV18703"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Scenedesmaceae"	"Desmodesmus"	"Desmodesmus spinosus"	"NCBI"	"ASV18703"
"ASV18733"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Lobosphaera"	"Lobosphaera incisa"	"NCBI"	"ASV18733"
"ASV18734"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV18734"
"ASV18738"	"unassigned"	"Chlorophyta"	"Pedinophyceae"	"Scourfieldiales"	"Scourfieldiaceae"	"Scourfieldia"	"Scourfieldia sp. M561"	"NCBI"	"ASV18738"
"ASV18739"	"unassigned"	"Streptophyta"	"Zygnemophyceae"	"Zygnematales"	"Zygnemataceae"	"Zygnemopsis"	"Zygnemopsis sp. CCAP 699/1"	"NCBI"	"ASV18739"
"ASV18761"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV18761"
"ASV18792"	"unassigned"	"Chlorophyta"	"Mamiellophyceae"	"Monomastigales"	"Monomastigaceae"	"Monomastix"	"Monomastix sp. M722"	"NCBI"	"ASV18792"
"ASV18796"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV18796"
"ASV18803"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Chlorogonium"	"Chlorogonium capillatum"	"NCBI"	"ASV18803"
"ASV18813"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV18813"
"ASV18835"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Rhopalodiales"	"Rhopalodiaceae"	"Epithemia"	"Epithemia pelagica"	"NCBI"	"ASV18835"
"ASV18846"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Porphyridiales"	"Porphyridiaceae"	"Porphyridium"	"Porphyridium aerugineum"	"NCBI"	"ASV18846"
"ASV18847"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV18847"
"ASV18853"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Chlorogonium"	"Chlorogonium capillatum"	"NCBI"	"ASV18853"
"ASV18854"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. SynAce01"	"NCBI"	"ASV18854"
"ASV18862"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Inkyuleea"	"Inkyuleea mariana"	"NCBI"	"ASV18862"
"ASV18889"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV18889"
"ASV18891"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV18891"
"ASV18894"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV18894"
"ASV18895"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV18895"
"ASV18897"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"Chlorella sorokiniana"	"NCBI"	"ASV18897"
"ASV18905"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV18905"
"ASV18912"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Euglena"	"Euglena mutabilis"	"NCBI"	"ASV18912"
"ASV18923"	"unassigned"	"unassigned"	"Synurophyceae"	"Synurales"	"Mallomonadaceae"	"Mallomonas"	"Mallomonas sp."	"NCBI"	"ASV18923"
"ASV18924"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV18924"
"ASV18931"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV18931"
"ASV18943"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"unassigned"	"Jaaginema"	"Jaaginema litorale"	"NCBI"	"ASV18943"
"ASV18944"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Pseudanabaenaceae"	"Lusitaniella"	"Lusitaniella coriacea"	"NCBI"	"ASV18944"
"ASV18949"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Gloeocapsopsis"	"Gloeocapsopsis dulcis"	"NCBI"	"ASV18949"
"ASV19005"	"unassigned"	"Rhodophyta"	"Stylonematophyceae"	"Stylonematales"	"Stylonemataceae"	"Tsunamia"	"Tsunamia transpacifica"	"NCBI"	"ASV19005"
"ASV19014"	"unassigned"	"unassigned"	"Dictyochophyceae"	"Florenciellales"	"unassigned"	"Florenciella"	"Florenciella parvula"	"NCBI"	"ASV19014"
"ASV19025"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV19025"
"ASV19029"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. CBW1107"	"NCBI"	"ASV19029"
"ASV19071"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19071"
"ASV19086"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Fragilariales"	"Fragilariaceae"	"Asterionella"	"Asterionella formosa"	"NCBI"	"ASV19086"
"ASV19146"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV19146"
"ASV19148"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Dermocarpellaceae"	"Stanieria"	"Stanieria sp. NIES-3757"	"NCBI"	"ASV19148"
"ASV19171"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Tous-M-B4"	"NCBI"	"ASV19171"
"ASV19173"	"unassigned"	"unassigned"	"Eustigmatophyceae"	"Eustigmatales"	"Monodopsidaceae"	"Microchloropsis"	"Microchloropsis salina"	"NCBI"	"ASV19173"
"ASV19203"	"unassigned"	"unassigned"	"Cryptophyceae"	"Cryptomonadales"	"Cryptomonadaceae"	"Cryptomonas"	"Cryptomonas tetrapyrenoidosa"	"NCBI"	"ASV19203"
"ASV19209"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV19209"
"ASV19295"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Spirulinales"	"Spirulinaceae"	"Spirulina"	"Spirulina major"	"NCBI"	"ASV19295"
"ASV19318"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Selenastraceae"	"Chlorolobion"	"Chlorolobion braunii"	"NCBI"	"ASV19318"
"ASV19353"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7516"	"NCBI"	"ASV19353"
"ASV19409"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV19409"
"ASV19412"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV19412"
"ASV19418"	"unassigned"	"Rhodophyta"	"Rhodellophyceae"	"Rhodellales"	"Rhodellaceae"	"Rhodella"	"Rhodella violacea"	"NCBI"	"ASV19418"
"ASV19447"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV19447"
"ASV19450"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Palmariales"	"Palmariaceae"	"Palmaria"	"Palmaria palmata"	"NCBI"	"ASV19450"
"ASV19452"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV19452"
"ASV19508"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Sphaeropleales"	"Chromochloridaceae"	"Chromochloris"	"Chromochloris zofingiensis"	"NCBI"	"ASV19508"
"ASV19542"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"unassigned"	"Colacium"	"Colacium sp. Gietzel081903-G"	"NCBI"	"ASV19542"
"ASV19544"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV19544"
"ASV19550"	"unassigned"	"Chlorophyta"	"Palmophyllophyceae"	"Prasinococcales"	"Prasinococcaceae"	"Prasinococcus"	"Prasinococcus sp. CCMP1194"	"NCBI"	"ASV19550"
"ASV19577"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chaetophorales"	"Aphanochaetaceae"	"Aphanochaete"	"Aphanochaete elegans"	"NCBI"	"ASV19577"
"ASV19578"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Cavernulicolales"	"Cavernulicolaceae"	"Sciadococcus"	"Sciadococcus taiwanensis"	"NCBI"	"ASV19578"
"ASV19593"	"unassigned"	"Rhodophyta"	"Rhodellophyceae"	"Rhodellales"	"Rhodellaceae"	"Rhodella"	"Rhodella violacea"	"NCBI"	"ASV19593"
"ASV19596"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"Haematococcaceae"	"Haematococcus"	"Haematococcus lacustris"	"NCBI"	"ASV19596"
"ASV19598"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Melosirales"	"Melosiraceae"	"Melosira"	"Melosira sp."	"NCBI"	"ASV19598"
"ASV19630"	"unassigned"	"Bacillariophyta"	"Bacillariophyceae"	"Naviculales"	"Naviculaceae"	"Navicula"	"Navicula ramosissima"	"NCBI"	"ASV19630"
"ASV19664"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV19664"
"ASV19725"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV19725"
"ASV19751"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Merismopediaceae"	"Synechocystis"	"Synechocystis sp. CACIAM 05"	"NCBI"	"ASV19751"
"ASV19770"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19770"
"ASV19774"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp. NIES-2120"	"NCBI"	"ASV19774"
"ASV19777"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. Cruz-8H5"	"NCBI"	"ASV19777"
"ASV19794"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Nemaliales"	"Liagoraceae"	"Liagora"	"Liagora albicans"	"NCBI"	"ASV19794"
"ASV19798"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcales"	"Chroococcaceae"	"Gloeocapsa"	"Gloeocapsa sp. PCC 7428"	"NCBI"	"ASV19798"
"ASV19807"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19807"
"ASV19829"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"Gloeomargaritaceae"	"Gloeomargarita"	"Gloeomargarita lithophora"	"NCBI"	"ASV19829"
"ASV19833"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"Gloeomargaritaceae"	"Gloeomargarita"	"Gloeomargarita lithophora"	"NCBI"	"ASV19833"
"ASV19839"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV19839"
"ASV19840"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV19840"
"ASV19863"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19863"
"ASV19881"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Dinobryon"	"Dinobryon ningwuensis"	"NCBI"	"ASV19881"
"ASV19895"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV19895"
"ASV19904"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"unassigned"	"unassigned"	"Xylochloris"	"Xylochloris irregularis"	"NCBI"	"ASV19904"
"ASV19916"	"unassigned"	"unassigned"	"Dinophyceae"	"Peridiniales"	"Peridiniaceae"	"Peridinium"	"Peridinium gutwinskii"	"NCBI"	"ASV19916"
"ASV19928"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV19928"
"ASV19949"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Inkyuleea"	"Inkyuleea mariana"	"NCBI"	"ASV19949"
"ASV19952"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV19952"
"ASV19964"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV19964"
"ASV20037"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Apatococcus"	"Apatococcus sp. S3F4-61"	"NCBI"	"ASV20037"
"ASV20043"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus rubescens"	"NCBI"	"ASV20043"
"ASV20047"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Gigartinales"	"Hypneaceae"	"Hypnea"	"Hypnea pannosa"	"NCBI"	"ASV20047"
"ASV20057"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV20057"
"ASV20059"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. BL0902"	"NCBI"	"ASV20059"
"ASV20067"	"unassigned"	"unassigned"	"Chrysophyceae"	"Chromulinales"	"Dinobryaceae"	"Epipyxis"	"Epipyxis aureus"	"NCBI"	"ASV20067"
"ASV20094"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV20094"
"ASV20104"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Prochlorococcus"	"Prochlorococcus marinus"	"NCBI"	"ASV20104"
"ASV20105"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20105"
"ASV20116"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"unassigned"	"Colacium"	"Colacium sp. Jjockji033107A"	"NCBI"	"ASV20116"
"ASV20118"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV20118"
"ASV20124"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20124"
"ASV20136"	"unassigned"	"Chlorophyta"	"Pedinophyceae"	"Scourfieldiales"	"Scourfieldiaceae"	"Scourfieldia"	"Scourfieldia sp. M561"	"NCBI"	"ASV20136"
"ASV20144"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV20144"
"ASV20164"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV20164"
"ASV20184"	"unassigned"	"Bacillariophyta"	"Coscinodiscophyceae"	"Leptocylindrales"	"Leptocylindraceae"	"Tenuicylindrus"	"Tenuicylindrus belgicus"	"NCBI"	"ASV20184"
"ASV20199"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. 7M"	"NCBI"	"ASV20199"
"ASV20201"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV20201"
"ASV20233"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV20233"
"ASV20234"	"unassigned"	"Chlorophyta"	"Chlorophyceae"	"Chlamydomonadales"	"unassigned"	"Leontynka"	"Leontynka pallida"	"NCBI"	"ASV20234"
"ASV20257"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Watanabeales"	"unassigned"	"Chloroidium"	"Chloroidium sp."	"NCBI"	"ASV20257"
"ASV20295"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV20295"
"ASV20299"	"unassigned"	"Rhodophyta"	"Bangiophyceae"	"Bangiales"	"Bangiaceae"	"Neoporphyra"	"Neoporphyra haitanensis"	"NCBI"	"ASV20299"
"ASV20307"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Prototheca"	"Prototheca wickerhamii"	"NCBI"	"ASV20307"
"ASV20328"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Gloeomargaritales"	"unassigned"	"unassigned"	"Gloeomargaritales cyanobacterium VI4D9"	"NCBI"	"ASV20328"
"ASV20336"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20336"
"ASV20339"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"Trebouxia sp. TR9"	"NCBI"	"ASV20339"
"ASV20367"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Oculatellaceae"	"Trichotorquatus"	"Trichotorquatus maritimus"	"NCBI"	"ASV20367"
"ASV20384"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV20384"
"ASV20392"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium sp. M30B3"	"NCBI"	"ASV20392"
"ASV20412"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Prochlorococcaceae"	"Cyanobium"	"Cyanobium gracile"	"NCBI"	"ASV20412"
"ASV20471"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV20471"
"ASV20474"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium yuhuli"	"NCBI"	"ASV20474"
"ASV20491"	"unassigned"	"Euglenozoa"	"Euglenida"	"Euglenales"	"Euglenaceae"	"Trachelomonas"	"Trachelomonas similis"	"NCBI"	"ASV20491"
"ASV20537"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Phormidium"	"Phormidium sp."	"NCBI"	"ASV20537"
"ASV20540"	"unassigned"	"Bacillariophyta"	"Mediophyceae"	"Hemiaulales"	"Hemiaulaceae"	"Cerataulina"	"Cerataulina sp."	"NCBI"	"ASV20540"
"ASV20573"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Dasyaceae"	"Thuretia"	"Thuretia quercifolia"	"NCBI"	"ASV20573"
"ASV20604"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Closteriopsis"	"Closteriopsis acicularis"	"NCBI"	"ASV20604"
"ASV20624"	"unassigned"	"Chlorophyta"	"Trebouxiophyceae"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"Micractinium sp."	"NCBI"	"ASV20624"
"ASV20630"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20630"
"ASV20636"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Synechococcales"	"Synechococcaceae"	"Synechococcus"	"Synechococcus sp. PCC 7920"	"NCBI"	"ASV20636"
"ASV20655"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pseudanabaenales"	"Leptolyngbyaceae"	"Leptolyngbya"	"Leptolyngbya sp. PKUAC-SCTA174"	"NCBI"	"ASV20655"
"ASV20667"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Codiaceae"	"Codium"	"Codium fragile"	"NCBI"	"ASV20667"
"ASV20681"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Pleurocapsales"	"Hyellaceae"	"Pleurocapsa"	"Pleurocapsa sp. PCC 7327"	"NCBI"	"ASV20681"
"ASV20683"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Chroococcidiopsidales"	"Chroococcidiopsidaceae"	"Chroococcidiopsis"	"uncultured Chroococcidiopsis sp."	"NCBI"	"ASV20683"
"ASV20685"	"unassigned"	"Chlorophyta"	"Ulvophyceae"	"Bryopsidales"	"Derbesiaceae"	"Pedobesia"	"Pedobesia claviformis"	"NCBI"	"ASV20685"
"ASV20686"	"unassigned"	"Rhodophyta"	"Florideophyceae"	"Ceramiales"	"Ceramiaceae"	"Antithamnion"	"Antithamnion erucacladellum"	"NCBI"	"ASV20686"
"ASV20704"	"unassigned"	"Cyanobacteriota"	"Cyanophyceae"	"Oscillatoriales"	"Oscillatoriaceae"	"Plectonema"	"Plectonema terebrans"	"NCBI"	"ASV20704"
"ASV20711"	"unassigned"	"Bacillariophyta"	"Fragilariophyceae"	"Cyclophorales"	"Cyclophoraceae"	"Astrosyne"	"Astrosyne radiata"	"NCBI"	"ASV20711"
